Directory	Run	LogLikelihood	ModelParameters	ModelValues	Theta
output_proj_2het_group4-Amil_process1_05-6-25	Run 2	-4687.06	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.13791, 94.43219, 0.68606, 0.11092, 19.91707, 14.27794, 0.00e+00, 0.00e+00, 1.50614, 0.97082, 10.32133, 4.09353, 1.4893, 0.05241, 13.95035, 0.00e+00, 0.25176, 0.37066)	26032.5552998264
output_proj_2het_group4-Amil_process1_05-6-25	Run 1	-6532.98	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.77745, 200.0, 1.35183, 16.93805, 3.90186, 8.41e-18, 0.04683, 3.83e-14, 7.31e-13, 0.44538, 18.83124, 7.02421, 8.69e-13, 1.00e-13, 2.18784, 0.001, 0.05239, 0.61882)	15592.683661193378
output_proj_2het_group4-Amil_process1_05-6-25	Run 5	-7253.67	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.03627, 200.0, 0.44398, 1.0, 1.0, 0.6499, 0.00e+00, 0.00e+00, 2.19478, 0.53631, 7.4253, 3.18036, 0.35055, 0.001, 2.16313, 0.00e+00, 0.17931, 0.59214)	38646.86904368508
output_proj_2het_group4-Amil_process1_05-6-25	Run 7	-7952.89	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.00043, 200.0, 4.88997, 0.07807, 200.0, 1.96877, 15.0, 1.84256, 0.00e+00, 0.99452, 10.28701, 4.33777, 0.45891, 0.00e+00, 1.39858, 0.00e+00, 0.97291, 0.53807)	24657.209029353085
output_proj_2het_group4-Amil_process1_05-6-25	Run 4	-9678.92	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.64841, 200.0, 0.6052, 0.03486, 200.0, 7.49091, 4.71757, 3.28766, 0.13937, 1.16963, 9.91494, 4.77945, 0.001, 1.28558, 0.00e+00, 3.06254, 1.0, 0.58565)	24471.038221844887
output_proj_2het_group4-Amil_process4_05-6-25	Run 5	-3741.48	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.73115, 200.0, 1.26628, 13.21727, 4.33683, 0.00e+00, 0.00e+00, 0.00e+00, 0.31605, 0.07158, 17.08508, 18.083, 0.16654, 2.85299, 0.06906, 13.72007, 0.46802, 0.64159)	18966.42993141344
output_proj_2het_group4-Amil_process4_05-6-25	Run 3	-4653.86	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.0, 200.0, 1.48312, 19.72206, 5.97248, 1.94917, 0.001, 15.0, 1.95e-19, 0.023, 4.11602, 12.34074, 1.84e-20, 5.61976, 5.74e-21, 8.92511, 0.27061, 0.59546)	16057.071809774354
output_proj_2het_group4-Amil_process4_05-6-25	Run 2	-5565.80	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.00001, 200.0, 0.49304, 0.04555, 19.95642, 15.0, 0.8457, 0.00e+00, 6.68298, 0.27996, 2.69068, 1.0, 2.33692, 0.18024, 15.0, 0.001, 0.05547, 0.44542)	94131.50232425219
output_proj_2het_group4-Amil_process4_05-6-25	Run 7	-5922.68	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.4563, 200.0, 0.91884, 12.21825, 3.97192, 0.00e+00, 0.2906, 0.08966, 5.82956, 0.0071, 1.0, 1.0, 0.00e+00, 15.0, 0.00e+00, 0.00e+00, 0.5196, 0.62678)	27227.67270155095
output_proj_2het_group4-Amil_process4_05-6-25	Run 8	-8023.90	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.00007, 4.2598, 2.09598, 21.99584, 63.55884, 0.00e+00, 15.0, 0.00e+00, 0.00e+00, 0.11668, 10.49159, 1.58809, 0.00e+00, 0.47597, 4.49055, 0.00e+00, 0.7271, 0.53918)	11945.88805378484
output_proj_2het_group3-group4_process7_05-6-25	Run 5	-1923.54	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(6.01538, 14.95667, 1.61454, 16.52293, 36.11247, 0.00e+00, 8.70624, 0.05976, 3.90052, 0.01456, 4.02431, 6.28435, 0.00e+00, 15.0, 0.00e+00, 0.00e+00, 0.49262, 0.12743)	6741.832185841578
output_proj_2het_group3-group4_process7_05-6-25	Run 3	-2190.83	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(3.73799, 44.28492, 1.26257, 14.34656, 20.83602, 0.08694, 3.35884, 0.00e+00, 1.918, 0.00974, 9.11042, 200.0, 6.93241, 15.0, 0.00e+00, 11.19687, 0.50729, 0.33886)	8277.066357425569
output_proj_2het_group3-group4_process7_05-6-25	Run 2	-2633.95	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 1.0, 0.45029, 8.38292, 1.00001, 1.88754, 0.00e+00, 0.00e+00, 4.01187, 1.5151, 9.65466, 17.91455, 0.23022, 11.00415, 0.09042, 5.69701, 0.4527, 0.44391)	11208.340708246888
output_proj_2het_group3-group4_process7_05-6-25	Run 6	-2854.53	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(2.66644, 3.54098, 0.59192, 1.80789, 200.0, 4.01988, 0.00015, 0.00e+00, 0.31353, 2.07831, 14.69647, 29.91544, 0.21427, 4.80191, 0.00e+00, 1.72353, 0.00105, 0.42231)	6870.420154946778
output_proj_2het_group3-group4_process7_05-6-25	Run 1	-3598.62	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.0, 0.99998, 2.59186, 47.08965, 19.3895, 0.41872, 0.00e+00, 0.00e+00, 0.73926, 0.01989, 1.001, 19.04672, 15.0, 0.00e+00, 9.97436, 0.00e+00, 0.33365, 0.79979)	6915.462216431172
output_proj_2het_group3-group4_process6_05-6-25	Run 2	-2784.22	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(19.96158, 0.38717, 0.73247, 0.20204, 22.29647, 7.26606, 0.00e+00, 0.61534, 2.19558, 1.37459, 10.10754, 19.65081, 11.31616, 0.31831, 5.96764, 0.00e+00, 0.77098, 0.54301)	10392.559273436042
output_proj_2het_group3-group4_process6_05-6-25	Run 5	-3337.21	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.76866, 2.49925, 1.91688, 0.06818, 1.02231, 2.78046, 0.00e+00, 0.00e+00, 8.40486, 0.44019, 2.62015, 5.16459, 1.71449, 15.0, 0.001, 11.15877, 0.06487, 0.44395)	39877.92557073077
output_proj_2het_group3-group4_process6_05-6-25	Run 7	-3420.93	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01041, 0.01599, 0.00295, 1.26058, 11.75345, 0, 0, 0.00e+00, 0.00e+00, 3.25287, 17.72074, 26.87247, 0.11603, 7.40312, 0.05642, 4.90991, 0.80348, 0.44169)	6522.362051762345
output_proj_2het_group3-group4_process6_05-6-25	Run 6	-3492.43	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.99425, 200.0, 0.1121, 0.13079, 1.48353, 0.00e+00, 0.00e+00, 1.28331, 0.00e+00, 2.37579, 11.24563, 24.28748, 0.28207, 5.68513, 0.00e+00, 2.60595, 1.0, 0.41892)	8293.038198885377
output_proj_2het_group2-Amil_process5_05-6-25	Run 6	-3815.32	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.79123, 40.75671, 1.30699, 11.51304, 5.68327, 0, 0.00e+00, 0.3562, 0, 0.0575, 41.95399, 200.0, 4.47964, 0.20904, 15.0, 0.09374, 0.43498, 0.30272)	15379.284715476035
output_proj_2het_group2-Amil_process5_05-6-25	Run 1	-4931.05	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 200.0, 0.30628, 0.23627, 0.58502, 0.00e+00, 0.00e+00, 6.02639, 0.00e+00, 0.30829, 3.03424, 1.85939, 2.89725, 0.14811, 15.0, 0.00e+00, 0.97207, 0.35401)	66331.7952836654
output_proj_2het_group2-Amil_process5_05-6-25	Run 7	-6193.12	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.39291, 191.26101, 0.88458, 8.04502, 4.5005, 0, 0.00e+00, 0.05245, 3.59553, 0.0088, 200.0, 1.0, 0.00e+00, 15.0, 0.00e+00, 1.49874, 0.48789, 0.64284)	25102.142018156617
output_proj_2het_group1-group4_process4_05-6-25	Run 4	-2404.74	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.99995, 200.0, 0.96864, 0.19123, 34.53312, 0.00e+00, 13.36026, 1.6479, 0.00e+00, 0.7266, 12.07463, 20.18831, 15.0, 0.17803, 4.02221, 0.001, 0.70488, 0.34037)	9930.152857245073
output_proj_2het_group1-group4_process4_05-6-25	Run 3	-2637.40	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 200.0, 1.05308, 0.67924, 44.32443, 0.00e+00, 0.63177, 1.27454, 0.68282, 0.93803, 11.34104, 20.29062, 0.16446, 8.31398, 0.00e+00, 8.77856, 0.80052, 0.60003)	9641.127966720216
output_proj_2het_group1-group4_process4_05-6-25	Run 2	-3023.42	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.93952, 0.21627, 1.26549, 0.48767, 35.65889, 15.0, 0.00e+00, 0.00e+00, 1.61665, 0.1195, 21.39221, 6.43774, 3.86564, 0.001, 0.00e+00, 0.00e+00, 0.55492, 0.55821)	15473.354806164552
output_proj_2het_group4-Amil_process6_05-6-25	Run 7	-5266.17	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.2221, 9.4375, 2.45147, 22.13708, 9.32495, 0.001, 2.50e-20, 5.08e-21, 0.40758, 0.01131, 200.0, 34.17456, 3.60e-21, 15.0, 0.6328, 15.0, 0.39808, 0.59782)	11344.5565943271
output_proj_2het_group4-Amil_process6_05-6-25	Run 6	-5295.22	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.5488, 200.0, 1.103, 10.98609, 4.31837, 0.001, 0.19386, 0.07939, 3.11923, 0.00808, 200.0, 200.0, 15.0, 0.00e+00, 0.00e+00, 0.00e+00, 0.54455, 0.34435)	23182.422296900422
output_proj_2het_group4-Amil_process6_05-6-25	Run 8	-5424.83	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.97, 200.0, 0.76094, 0.18582, 39.20898, 6.70374, 0.00e+00, 0.00e+00, 1.42164, 0.89562, 9.21166, 3.32788, 0.05803, 0.00e+00, 0.00e+00, 7.56992, 0.1393, 0.49855)	30853.214566615577
output_proj_2het_group4-Amil_process6_05-6-25	Run 1	-6785.96	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 0.01, 1.41168, 0.08321, 200.0, 15.0, 1.05922, 0.00e+00, 1.0703, 0.80941, 9.7268, 3.51068, 0.001, 0.39273, 0.00e+00, 1.42836, 0.35133, 0.38898)	27164.759383576617
output_proj_2het_group2-group4_process2_05-6-25	Run 3	-2123.26	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(5.38397, 17.20052, 1.80808, 34.81199, 30.71629, 5.75206, 0.00e+00, 5.06631, 0.00e+00, 0.00943, 1.69215, 200.0, 0.00e+00, 15.0, 0.00e+00, 12.78883, 0.36492, 0.38509)	5873.4267412367135
output_proj_2het_group2-group4_process2_05-6-25	Run 5	-2347.55	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(5.22472, 16.00092, 1.64925, 24.33751, 30.16362, 0.00e+00, 4.02202, 0.00e+00, 2.7627, 0.01364, 7.17589, 200.0, 0.00e+00, 8.8675, 9.10728, 0.00e+00, 0.60739, 0.44279)	6397.612291691095
output_proj_2het_group2-group4_process2_05-6-25	Run 6	-2631.90	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(4.72717, 15.9393, 1.62086, 26.72365, 31.29719, 4.53494, 0.01675, 3.05695, 0.00e+00, 0.00265, 0.76448, 2.72813, 15.0, 0.00e+00, 15.0, 0.00e+00, 0.453, 0.9274)	6479.709948581136
output_proj_2het_group2-group4_process2_05-6-25	Run 4	-3152.88	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.00004, 0.01, 0.66875, 0.73256, 12.7867, 2.54406, 0.00e+00, 0.22557, 2.00093, 1.65223, 14.12603, 21.45322, 5.87973, 0.08758, 4.26863, 0.00e+00, 0.53001, 0.45805)	9110.872932235394
output_proj_2het_group2-group4_process2_05-6-25	Run 1	-3412.90	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(3.61328, 27.49771, 1.51353, 16.58024, 36.85854, 1.75674, 0.00e+00, 0.001, 0.00e+00, 0.00452, 200.0, 1.0, 0.00e+00, 15.0, 0.00e+00, 15.0, 0.50647, 0.19808)	6850.7318634145695
output_proj_2het_group2-group3_process6_05-6-25	Run 2	-1993.90	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(7.23329, 13.10622, 1.89784, 45.0527, 24.58281, 4.75898, 0.00e+00, 7.28144, 0.001, 0.00779, 1.0, 5.7553, 15.0, 0.00e+00, 15.0, 0.00e+00, 0.46796, 0.78693)	5213.429576913116
output_proj_2het_group2-group3_process6_05-6-25	Run 4	-2242.79	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(5.59653, 116.93588, 1.89917, 71.2125, 15.28116, 0.00e+00, 4.26677, 0.00e+00, 8.26887, 0.00813, 0.67716, 200.0, 15.0, 0.00e+00, 15.0, 0.00e+00, 0.50082, 0.79834)	5228.028594032695
output_proj_2het_group2-group3_process6_05-6-25	Run 1	-2693.55	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01574, 0.02645, 0.25232, 0.19645, 0.17015, 0.00e+00, 11.36406, 12.79163, 0.00e+00, 0.43518, 3.65333, 3.74762, 0.35882, 15.0, 0.43896, 15.0, 0.52502, 0.48196)	36751.96548327989
output_proj_2het_group2-group3_process6_05-6-25	Run 5	-2897.05	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 0.01, 0.28746, 0.13093, 0.28, 13.66179, 4.15769, 0.00e+00, 0.00e+00, 0.43835, 3.66945, 3.56817, 0.28375, 15.0, 0.39904, 15.0, 1.0, 0.46475)	37001.5010252119
output_proj_2het_group2-group3_process6_05-6-25	Run 6	-3201.52	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 0.02673, 0.00898, 0.04084, 1.01383, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 2.71315, 19.04889, 18.77023, 0.0679, 6.00638, 0.0893, 5.98364, 0.0002, 0.51885)	6764.631413421677
output_proj_2het_group1-group2_process1_05-6-25	Run 3	-2921.43	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(8.2676, 0.01, 0.69628, 0.08861, 1.0, 4.71448, 0.00e+00, 0.00e+00, 7.71437, 0.21197, 2.40796, 3.45141, 0.46067, 13.89434, 0.21288, 15.0, 0.01356, 0.55491)	47154.00533062117
output_proj_2het_group1-group2_process1_05-6-25	Run 2	-2961.02	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.0, 200.0, 1.24027, 17.95448, 16.87688, 0.001, 0.8604, 0.07052, 0.00e+00, 0.03147, 200.0, 200.0, 0.00e+00, 3.08418, 0.00e+00, 15.0, 0.61251, 0.48909)	6647.860519620883
output_proj_2het_group1-group2_process1_05-6-25	Run 5	-3188.32	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.46899, 193.45828, 1.01749, 13.0646, 11.15294, 0, 0.06859, 1.3253, 0.02088, 0.02374, 10.52544, 200.0, 14.5499, 0.00e+00, 5.3013, 0, 0.7566, 0.4266)	9927.876955483189
output_proj_2het_group1-group2_process1_05-6-25	Run 7	-3584.51	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 200.0, 0.69016, 0.99993, 22.84722, 0.66425, 0.44804, 0, 1.25905, 1.23627, 16.5956, 22.03, 0.00e+00, 13.49278, 0.01626, 5.06158, 0.05037, 0.58906)	7174.307526270151
output_proj_2het_group1-group2_process1_05-6-25	Run 1	-4051.41	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 0.01, 2.70439, 0.57971, 21.64535, 0.00e+00, 13.86084, 1.93788, 0.00e+00, 0.93021, 14.09641, 16.22731, 0.00e+00, 8.98773, 0.00e+00, 7.76656, 0.86025, 0.57078)	8899.819910080665
output_proj_2het_group2-Amil_process8_05-6-25	Run 6	-4139.44	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.6664, 200.0, 1.11091, 10.02759, 5.07328, 1.89e-13, 0.03341, 0.07452, 7.47e-14, 0.32544, 16.45846, 7.83174, 0.001, 0.40944, 6.33e-14, 2.78887, 0.55986, 0.51026)	15657.093561740168
output_proj_2het_group2-Amil_process8_05-6-25	Run 2	-4430.10	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.99613, 70.59605, 1.32264, 13.75815, 6.74297, 3.5472, 0.001, 12.27667, 3.83e-19, 0.0137, 200.0, 80.06929, 9.08e-20, 9.26591, 9.02e-21, 11.54389, 0.23518, 0.64947)	14497.64932320168
output_proj_2het_group2-Amil_process8_05-6-25	Run 5	-4972.00	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01354, 0.22259, 9.53067, 0.14449, 1.19235, 0.00e+00, 0.00e+00, 3.01831, 3.71974, 0.29519, 2.80734, 1.60207, 2.48966, 0.15501, 15.0, 0.00e+00, 0.88002, 0.39177)	71699.12947834186
output_proj_2het_group2-Amil_process8_05-6-25	Run 8	-5503.54	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.83977, 7.87221, 1.67199, 14.29847, 7.79077, 0.001, 0.00e+00, 0.02515, 0.72675, 0.01205, 200.0, 137.35514, 15.0, 0.00e+00, 0.00e+00, 0.00e+00, 0.42032, 0.37172)	13588.692598562575
output_proj_2het_group1-group4_process6_05-6-25	Run 8	-2671.90	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 200.0, 0.90706, 1.0, 145.2536, 0.80061, 0.10307, 0.00e+00, 1.13282, 0.83705, 12.46229, 19.74168, 0.14921, 11.47024, 0.00e+00, 1.22969, 0.10875, 0.63612)	9082.916763966306
output_proj_2het_group1-group4_process6_05-6-25	Run 2	-2736.67	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.14055, 200.0, 0.57, 1.26635, 200.0, 0.00e+00, 0.69327, 1.99791, 0.00e+00, 0.55469, 9.02142, 15.27609, 0.23154, 15.0, 0.001, 0.00e+00, 0.83856, 0.65699)	12642.408498563835
output_proj_2het_group1-group4_process6_05-6-25	Run 3	-3312.87	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.0263, 0.06682, 1.85322, 1.0, 91.94777, 7.32559, 0.00e+00, 0.00e+00, 0.99194, 0.03496, 200.0, 1.54658, 13.53014, 0.001, 5.50172, 0.00e+00, 0.52482, 0.5744)	11736.651310608484
output_proj_2het_group1-group4_process6_05-6-25	Run 4	-3858.37	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.50138, 45.34911, 1.2892, 15.67912, 24.94432, 0.001, 13.1743, 0.07678, 6.92433, 0.01063, 5.69999, 53.71666, 0.00e+00, 15.0, 0.00e+00, 0.93693, 0.67548, 0.36905)	7331.801237121057
output_proj_2het_group1-group2_process6_05-6-25	Run 4	-2920.71	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.43893, 19.33334, 1.7274, 23.46679, 24.29813, 0.23548, 0.001, 0.73134, 7.57e-18, 0.015, 200.0, 107.40206, 10.82552, 7.00e-19, 15.0, 0.78883, 0.44186, 0.5596)	5450.926809876781
output_proj_2het_group1-group2_process6_05-6-25	Run 1	-3057.04	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01313, 200.0, 0.16042, 0.18927, 11.04396, 3.77649, 0.00e+00, 0.00e+00, 10.05383, 0.34118, 4.70617, 5.50582, 0.28222, 4.0708, 0.00e+00, 13.34306, 0.12548, 0.50072)	27453.244084547354
output_proj_2het_group1-group2_process6_05-6-25	Run 2	-3231.79	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.28809, 200.0, 1.18984, 17.55737, 17.29146, 1.28231, 0.00e+00, 0.64704, 0.001, 0.01206, 200.0, 200.0, 9.14464, 0.00e+00, 15.0, 0.00e+00, 0.38456, 0.59383)	6778.249777180146
output_proj_2het_group2-Amil_process3_05-6-25	Run 4	-4534.75	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.86833, 200.0, 1.17166, 12.44676, 5.97582, 2.89791, 0.00e+00, 12.00688, 0.00e+00, 0.00968, 200.0, 122.47933, 0.00e+00, 12.75841, 0.12141, 15.0, 0.25126, 0.65447)	16219.006316128065
output_proj_2het_group2-Amil_process3_05-6-25	Run 5	-6925.00	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.25964, 200.0, 0.64309, 2.69381, 200.0, 0.10594, 1.16e-14, 0.11058, 2.03e-15, 0.56645, 11.25656, 5.44857, 1.99311, 0.001, 2.66e-14, 6.38e-14, 0.83444, 0.41752)	17483.3226778258
output_proj_2het_group2-Amil_process3_05-6-25	Run 6	-7074.65	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 200.0, 0.926, 0.12968, 200.0, 0.21999, 8.6838, 1.06816, 0.00e+00, 0.97742, 10.92229, 5.05406, 0.00e+00, 0.47958, 0.00e+00, 1.04372, 0.71988, 0.48599)	18272.99484221018
output_proj_2het_group2-Amil_process3_05-6-25	Run 7	-7939.94	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.08499, 200.0, 0.34892, 1.0, 200.0, 0.00e+00, 0.00e+00, 0.00e+00, 7.06895, 0.38296, 5.49078, 3.35884, 2.52914, 0.06324, 0.00e+00, 0.001, 0.47494, 0.41007)	33989.37897028077
