Directory	Run	LogLikelihood	ModelParameters	ModelValues	Theta
output_full_2het_group3-Amil_process6_05-6-25	Run 3	-1388.49	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.86122, 1.1918, 1.00948, 6.94752, 4.10973, 0.00e+00, 0.00e+00, 0.00e+00, 0.35014, 5.7962, 18.96542, 103.96468, 0.68003, 7.31442, 0.15575, 15.0, 0.55548, 0.6501)	--
output_full_2het_group3-Amil_process6_05-6-25	Run 8	-1388.62	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.42198, 200.0, 0.80903, 0.90806, 1.08423, 0.00e+00, 0.00e+00, 0.01209, 0.00e+00, 13.80894, 16.8361, 3.43251, 0.00e+00, 10.69674, 0.00e+00, 15.0, 0.31017, 0.92219)	134.0510545815998
output_full_2het_group3-Amil_process6_05-6-25	Run 2	-1388.68	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.87933, 200.0, 1.00689, 10.33779, 4.66342, 0.17636, 0.00e+00, 0.17377, 0.01303, 3.07308, 6.45316, 87.02908, 15.0, 0.00e+00, 15.0, 0.00e+00, 0.38481, 0.31445)	43.99980456338311
output_full_2het_group3-Amil_process6_05-6-25	Run 5	-8949.38	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.58755, 200.0, 0.98595, 9.45332, 4.57145, 0.00e+00, 0.20473, 0.00e+00, 2.81612, 0.01314, 19.89986, 144.17327, 0.41533, 14.46116, 0.51538, 15.0, 0.63068, 0.71585)	21748.460841562708
output_full_2het_group3-Amil_process6_05-6-25	Run 6	-11406.80	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.45415, 200.0, 0.86462, 8.69697, 7.79575, 0.00e+00, 1.47396, 0.00e+00, 0.00e+00, 0.00496, 200.0, 0.31694, 0.00e+00, 15.0, 15.0, 0.00e+00, 0.60767, 0.68639)	20099.5613709589
output_full_2het_group4-Amil_process3_05-6-25	Run 4	-1430.69	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(58.51312, 4.89071, 0.00292, 9.72751, 0.2978, 0.00e+00, 0.83884, 15.0, 4.07634, 4.2771, 200.0, 0.09459, 14.8226, 0.00e+00, 15.0, 1.06315, 0.73557, 0.1507)	2343558.0541155525
output_full_2het_group4-Amil_process3_05-6-25	Run 2	-8514.40	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.76539, 200.0, 1.21711, 13.45182, 4.86281, 0.34256, 0.001, 3.19736, 1.18e-18, 0.00985, 9.155, 51.14352, 12.10036, 4.87e-19, 15.0, 0.46277, 0.36893, 0.38305)	19932.573301213324
output_full_2het_group4-Amil_process3_05-6-25	Run 5	-8835.55	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 0.01, 2.23484, 0.3707, 3.68691, 0.00e+00, 0, 0, 1.47829, 0.75166, 7.70816, 3.22856, 1.54206, 0.07142, 11.57992, 0, 0.00384, 0.40077)	34193.408396754035
output_full_2het_group4-Amil_process3_05-6-25	Run 6	-11765.66	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.25812, 200.0, 0.67786, 7.85228, 2.08751, 0.00e+00, 0.001, 4.84428, 0.12903, 0.007, 1.0, 200.0, 0.00e+00, 15.0, 0.00e+00, 0.00e+00, 0.63233, 0.59897)	40781.17480519838
output_full_2het_group4-Amil_process3_05-6-25	Run 7	-12771.59	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(9.10867, 200.0, 5.40349, 0.39624, 2.82595, 0.00e+00, 8.4976, 1.09027, 0.00e+00, 0.83085, 8.56535, 3.53692, 0.001, 0.31602, 0.00e+00, 1.49529, 1.0, 0.33847)	30324.078016160376
output_proj_2het_group4-Amil_process7_05-6-25	Run 2	-984.26	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.07078, 3.42682, 12.65739, 23.3695, 200.0, 5.98391, 0.00e+00, 4.38017, 0.19028, 2.84425, 9.15309, 0.26789, 7.84063, 0.27251, 4.93074, 1.65988, 0.05026, 0.37701)	0.7190070560466383
output_proj_2het_group4-Amil_process7_05-6-25	Run 4	-1005.41	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.26072, 0.20332, 0.51324, 1.001, 2.46699, 0.00e+00, 6.72504, 0.00e+00, 6.6461, 14.99422, 14.17665, 6.14747, 0.00e+00, 10.34147, 0.00e+00, 15.0, 0.7425, 0.00991)	8916.046043670265
output_proj_2het_group4-Amil_process7_05-6-25	Run 5	-3414.95	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.08507, 41.92972, 1.90206, 19.02234, 6.60695, 0.001, 0.00e+00, 0.21198, 0.00e+00, 0.06028, 25.52303, 31.20505, 0.19661, 3.5771, 0.11579, 15.0, 0.51514, 0.65134)	13352.661642530853
output_proj_2het_group4-Amil_process7_05-6-25	Run 6	-5917.37	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.5028, 200.0, 0.9992, 9.81569, 3.59285, 0.00e+00, 0.00e+00, 0, 2.79862, 0.02111, 19.2503, 12.58652, 6.12261, 0, 6.79201, 0.00e+00, 0.49653, 0.38788)	26207.667998476547
output_proj_2het_group4-Amil_process7_05-6-25	Run 1	-6238.02	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.37768, 200.0, 0.89599, 8.75491, 2.97608, 0.001, 0.00e+00, 0.09385, 2.9399, 0.00888, 6.18178, 200.0, 0.02811, 15.0, 0.00e+00, 0.00e+00, 0.40754, 0.64077)	30584.256759796062
output_proj_2het_group1-group4_process1_05-6-25	Run 7	-1366.35	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.47667, 200.0, 5.82188, 0.20965, 200.0, 0.00e+00, 10.96291, 4.35556, 9.53327, 0.62601, 1.96233, 0.58745, 0.00e+00, 0.00e+00, 2.74937, 0.00e+00, 0.15217, 0.394)	931.1366816297344
output_proj_2het_group1-group4_process1_05-6-25	Run 5	-2680.75	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(24.85074, 200.0, 3.3275, 0.80482, 109.25478, 0.00e+00, 0.31689, 0.87166, 0.00e+00, 1.46573, 16.92677, 30.58243, 0.11751, 5.42695, 0.001, 4.97266, 0.99112, 0.60654)	6204.243778504369
output_proj_2het_group1-group4_process1_05-6-25	Run 2	-2811.79	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.8445, 200.0, 1.57176, 16.10575, 20.90199, 0.001, 0.00e+00, 0.00e+00, 0.79461, 0.01681, 10.85326, 50.46892, 15.0, 0.00e+00, 3.18914, 0.00e+00, 0.24289, 0.64557)	7783.51716092055
output_proj_2het_group1-group4_process1_05-6-25	Run 3	-3178.39	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(32.00259, 200.0, 1.36242, 0.24385, 51.06083, 0.03538, 8.93194, 1.37103, 0.00e+00, 0.60531, 16.23493, 21.58446, 0.00e+00, 1.45417, 0.00e+00, 0.03633, 0.64382, 0.35606)	8326.318580490983
output_proj_2het_group1-group4_process1_05-6-25	Run 8	-3556.22	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 200.0, 0.66082, 2.29425, 200.0, 0.78976, 0.23744, 0.00e+00, 1.70649, 0.47128, 10.96834, 14.08069, 0.00e+00, 9.55656, 0.00e+00, 0.00e+00, 0.2144, 0.58732)	11739.058432421683
output_proj_2het_group3-group4_process1_05-6-25	Run 1	-3300.57	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.91808, 0.02021, 5.0725, 0.14257, 0.12001, 0.00e+00, 11.03706, 2.91869, 1.87966, 0.49649, 2.36917, 5.03638, 0.64563, 15.0, 0.23628, 2.95636, 0.00e+00, 0.31664)	40996.5287600483
output_proj_2het_group3-group4_process1_05-6-25	Run 5	-3418.48	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(100.8703, 0.16395, 0.52805, 0.27428, 1.59177, 7.35183, 3.0364, 0.00e+00, 1.04271, 1.47541, 8.77005, 15.35197, 0.23417, 3.51385, 0.00e+00, 1.82889, 0.6343, 0.30793)	12509.396589773696
output_proj_2het_group3-group4_process1_05-6-25	Run 6	-3499.66	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(3.37331, 38.75546, 1.27608, 13.71129, 22.51385, 2.54733, 0.22745, 1.2026, 0.001, 0.00e+00, 0.17934, 0.28848, 6.86331, 0.00e+00, 0.00e+00, 0.00e+00, 0.66033, 0.2105)	8178.246120890875
output_proj_2het_group3-group4_process1_05-6-25	Run 2	-4309.93	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 0.01, 15.0, 0.1839, 0.12248, 15.0, 7.13762, 0.00e+00, 5.61206, 0.38809, 2.33509, 3.5495, 7.50683, 0.47538, 4.52341, 0.00e+00, 0.9306, 0.8263)	50198.7904985887
output_proj_2het_group3-group4_process1_05-6-25	Run 4	-4477.01	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(5.25775, 0.06473, 0.00085, 0.02523, 0.02548, 15.0, 6.33648, 15.0, 0.00e+00, 2.60055, 12.21822, 25.50597, 2.43371, 2.46e-20, 0.52025, 0.001, 1.0, 0.77444)	8001.915247546493
output_proj_2het_group2-group3_process7_05-6-25	Run 8	-2500.52	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(28.55413, 5.1401, 1.56407, 15.13222, 41.16224, 0.00e+00, 5.72065, 0.07674, 3.11328, 0.01134, 200.0, 1.56551, 15.0, 0.00241, 3.55063, 0.00036, 0.52292, 0.60872)	6234.644804606247
output_proj_2het_group2-group3_process7_05-6-25	Run 1	-2561.17	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.09768, 0.12178, 0.42678, 0.47369, 0.4258, 5.14368, 0.00e+00, 0.00e+00, 5.45065, 0.94942, 8.28444, 8.28141, 0.16844, 15.0, 0.21893, 15.0, 0.53449, 0.52693)	16541.895861376528
output_proj_2het_group2-group3_process7_05-6-25	Run 6	-3156.95	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 0.35596, 0.02358, 0.10321, 0.08864, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 2.56555, 18.08702, 18.37828, 6.23602, 0.07029, 5.97727, 0.09051, 0.5969, 0.48393)	7056.925460230927
output_proj_2het_group2-group3_process7_05-6-25	Run 3	-3602.26	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 0.41814, 0.4526, 11.53385, 1.05597, 2.91999, 0.00e+00, 0.01346, 7.23503, 0.02437, 0.99961, 200.0, 0.00e+00, 11.78361, 0.00e+00, 15.0, 0.20592, 0.34425)	36628.02002153242
output_proj_2het_group2-group3_process7_05-6-25	Run 4	-4118.35	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.19048, 1.0, 1.27406, 19.56996, 8.00551, 0.00e+00, 0.9586, 1.58145, 0.00e+00, 0.01196, 0.99997, 200.0, 15.0, 0.00e+00, 15.0, 0.00e+00, 0.68296, 0.68751)	12375.98862389965
output_proj_2het_group3-group4_process3_05-6-25	Run 5	-1897.18	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(5.02842, 20.70493, 1.53453, 18.38341, 27.32944, 0.09212, 6.68851, 0.00e+00, 4.27749, 0.00852, 4.73724, 81.01724, 8.55727, 15.0, 0.00e+00, 15.0, 0.54824, 0.36273)	7024.846990714138
output_proj_2het_group3-group4_process3_05-6-25	Run 8	-1964.33	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(5.61636, 20.45951, 2.09239, 25.60423, 36.39362, 0.635, 0.00e+00, 0.88583, 0.00e+00, 0.01568, 3.93094, 14.51906, 15.0, 0.00e+00, 4.6164, 0.00e+00, 0.56681, 0.88871)	5564.681642140855
output_proj_2het_group3-group4_process3_05-6-25	Run 6	-2635.29	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.0, 6.30626, 0.52704, 4.03157, 200.0, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 1.60344, 13.24215, 24.3405, 0.29151, 12.18109, 0.06061, 5.32786, 0.08878, 0.5165)	7971.438498670165
output_proj_2het_group3-group4_process3_05-6-25	Run 4	-3659.86	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01016, 200.0, 0.00495, 0.08666, 0.28434, 2e-05, 0.00e+00, 0.00e+00, 0.00e+00, 2.81086, 12.82059, 27.10414, 3.93912, 0.18491, 1.30383, 0.001, 0.01468, 0.63529)	7417.395553858785
output_proj_2het_group3-group4_process3_05-6-25	Run 1	-3735.42	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 0.19343, 0.00428, 0.1509, 1.00284, 0.00e+00, 0.00e+00, 0.00e+00, 0.13343, 3.02306, 15.13689, 26.91635, 0.16941, 3.40257, 0.001, 2.20752, 1.0, 0.38259)	6964.361809034361
output_proj_2het_group3-group4_process4_05-6-25	Run 5	-2062.38	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(3.63387, 41.61416, 1.35358, 17.50624, 21.78185, 8.86938, 0.15847, 5.9215, 0.00e+00, 0.01066, 4.09506, 200.0, 15.0, 0.00e+00, 12.48787, 0.00e+00, 0.41242, 0.67985)	7755.231103775662
output_proj_2het_group3-group4_process4_05-6-25	Run 3	-2526.26	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 3.11428, 0.46029, 1.0, 26.17937, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 2.3412, 16.06931, 29.41394, 0.20028, 8.61355, 0.0449, 3.7515, 0.89582, 0.48048)	6792.540497328197
output_proj_2het_group3-group4_process4_05-6-25	Run 7	-2629.34	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(2.68916, 52.25583, 1.29618, 14.77106, 22.87278, 0.30554, 12.21663, 0.06337, 5.18889, 0.00e+00, 0.44444, 0.22149, 3.87927, 1.99321, 3.5316, 0.00e+00, 0.51829, 0.10999)	7973.109351038494
output_proj_2het_group3-group4_process4_05-6-25	Run 1	-3392.10	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01263, 0.08323, 0.07974, 1.00008, 200.0, 0.00e+00, 8.44116, 13.24096, 1.20758, 1.67854, 7.7306, 17.42155, 5.34836, 0.27247, 1.09244, 0.001, 0.44076, 0.67503)	12110.23145304406
output_proj_2het_group3-group4_process4_05-6-25	Run 6	-4015.56	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 0.01, 1.12783, 5.3518, 0.20045, 0.00e+00, 10.44659, 15.0, 0.00e+00, 0.53168, 3.88617, 5.92172, 0.00e+00, 15.0, 0.35538, 7.80495, 0.12321, 0.35589)	31468.01628173574
output_full_2het_group2-group4_process6_05-6-25	Run 7	-4846.70	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(6.3668, 12.10302, 2.01956, 29.0725, 48.2574, 0.00e+00, 7.81817, 0.00e+00, 4.50861, 0.01327, 3.44432, 3.16679, 15.0, 0.79701, 13.1194, 0.40315, 0.65774, 0.54753)	5387.9100929057
output_full_2het_group2-group4_process6_05-6-25	Run 5	-6830.71	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(200.0, 1.0, 0.60774, 2.70145, 200.0, 0.00e+00, 1.22697, 0.46074, 7.08344, 1.85588, 19.06706, 27.32071, 8.8638, 0.07411, 3.95603, 0.001, 1.0, 0.43745)	6989.336237017417
output_full_2het_group2-group4_process6_05-6-25	Run 1	-7183.44	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 0.01, 0.19577, 1.0, 0.3817, 4.5927, 0.00e+00, 1.67813, 13.90275, 0.49056, 4.06319, 6.52206, 14.56072, 0.27604, 12.18181, 0.001, 0.20764, 0.48757)	31336.048958015275
output_full_2het_group2-group4_process6_05-6-25	Run 3	-8211.08	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.35575, 0.01, 0.28779, 0.17949, 0.77942, 15.0, 10.97187, 1.33e-23, 1.9623, 0.67357, 5.31248, 7.61882, 5.78448, 1.66e-21, 3.79789, 0.001, 0.55196, 0.584)	24923.988029137126
output_full_2het_group2-group4_process6_05-6-25	Run 8	-8410.00	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 67.78925, 0.00163, 0.01, 0.01903, 0.00048, 0.00e+00, 0.00e+00, 1.035, 2.65716, 16.15109, 24.12898, 0.05691, 1.90418, 0.001, 1.5264, 0.02601, 0.45488)	7466.431528410824
output_full_2het_group1-group4_process2_05-6-25	Run 5	-5809.76	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.14156, 200.0, 0.51193, 0.14583, 36.14307, 0.00e+00, 13.4718, 3.32062, 0.00e+00, 0.43832, 5.93581, 10.44126, 15.0, 0.36395, 10.10588, 0.00e+00, 0.84384, 0.38462)	18351.472322996626
output_full_2het_group1-group4_process2_05-6-25	Run 2	-5830.94	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.15645, 200.0, 1.21256, 0.84345, 55.30487, 0.00e+00, 0.6842, 1.13512, 0.00359, 0.85548, 12.13881, 19.52201, 7.53989, 0.19626, 9.4347, 0.001, 0.93677, 0.39605)	9554.877623572158
output_full_2het_group1-group4_process2_05-6-25	Run 3	-5975.81	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.17077, 16.05299, 2.74455, 1.6696, 181.67366, 0.00e+00, 0.00e+00, 0.5128, 0.00e+00, 1.62695, 22.66651, 35.41629, 0.10397, 3.3175, 0.001, 3.95388, 0.97739, 0.5978)	5056.2766036322355
output_full_2het_group1-group4_process2_05-6-25	Run 1	-6500.87	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.79025, 200.0, 1.30701, 14.6895, 18.01985, 0.05779, 0.001, 1.07538, 1.45e-20, 0.01402, 18.51213, 59.28313, 1.05e-21, 15.0, 11.55062, 3.72e-22, 0.64325, 0.43091)	8890.581485590475
output_full_2het_group1-group4_process2_05-6-25	Run 8	-6553.22	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(17.01308, 200.0, 0.68532, 0.10578, 26.26573, 0.00e+00, 15.0, 2.34082, 0.00e+00, 0.79471, 9.48395, 21.98137, 15.0, 0.16503, 0, 0, 0.7056, 0.38331)	11070.302884536137
output_proj_2het_group1-group2_process4_05-6-25	Run 3	-1332.75	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.43103, 3.99532, 3.97607, 129.49399, 200.0, 15.0, 0.00e+00, 8.01481, 13.15432, 2.1531, 14.06884, 1.30861, 5.43421, 0.00e+00, 0.00e+00, 2.91733, 0.00574, 0.6143)	1.1148669000576733e-06
output_proj_2het_group1-group2_process4_05-6-25	Run 2	-3421.24	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01, 200.0, 0.93844, 1.91498, 60.60919, 0.19118, 0.25977, 2.51556, 0.88913, 1.12283, 18.93255, 20.27895, 0.00e+00, 6.3339, 0.00e+00, 2.84647, 0.00e+00, 0.57026)	6645.499504537344
output_proj_2het_group1-group2_process4_05-6-25	Run 4	-3431.96	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(1.00107, 0.01, 0.67085, 0.1017, 0.99991, 0.00e+00, 6.60931, 4.28284, 0.00e+00, 0.32623, 4.17339, 4.11774, 0.26361, 0.79074, 0.14576, 6.89281, 0.86973, 0.31979)	33820.13676097651
output_proj_2het_group1-group2_process4_05-6-25	Run 5	-4184.31	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.01238, 200.0, 0.10923, 0.32033, 200.0, 6.23318, 1.92025, 0.32259, 9.69815, 0.91029, 9.0217, 12.55224, 12.27657, 0.00e+00, 15.0, 0.00e+00, 0.22281, 0.4466)	12631.809888804046
output_proj_2het_group1-group2_process4_05-6-25	Run 1	-9566.14	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.06624, 0.88733, 12.65813, 0.05883, 0.01, 8.99041, 2.08414, 0.05761, 0.00e+00, 0.25226, 0.9647, 2.36075, 0.00e+00, 15.0, 4.95187, 0.00e+00, 0.38994, 0.38525)	68491.43149900912
output_proj_2het_group2-Amil_process1_05-6-25	Run 3	-958.71	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.38685, 44.79258, 0.89526, 3.017, 12.25969, 0.19126, 0.00867, 2.15095, 0.00e+00, 3.73111, 0.38052, 172.8757, 15.0, 0.00e+00, 14.99347, 0.00e+00, 0.22622, 0.39154)	332.52666135420554
output_proj_2het_group2-Amil_process1_05-6-25	Run 1	-959.41	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.07843, 200.0, 0.99656, 11.40938, 5.06765, 2.94329, 3.26997, 13.51625, 0.001, 11.36732, 6.42814, 200.0, 7.33444, 0.00e+00, 3.57994, 1.85303, 0.2849, 0.76525)	20439.527093025154
output_proj_2het_group2-Amil_process1_05-6-25	Run 5	-959.61	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(0.03858, 200.0, 0.01406, 7.17548, 5.89187, 0.00e+00, 2.1896, 5.90708, 2.89058, 3.06046, 58.22701, 38.05098, 0.00e+00, 14.10114, 0.2005, 15.0, 0.64706, 0.45118)	0.47315874496696453
output_proj_2het_group2-Amil_process1_05-6-25	Run 2	-963.78	(nu_1, nu_2, t1, nu11, nu12, m1_12, me1_12, m1_21, me1_21, t2, nu21, nu22, m2_12, me2_12, m2_21, me2_21, P1, P2)	(4.85822, 0.16671, 2.06e-09, 0.6412, 7.29337, 0.00e+00, 0.48437, 0.00e+00, 5.95015, 3.61438, 200.0, 0.24695, 14.41869, 0.00e+00, 13.0727, 0.00e+00, 0.17017, 0.80118)	0.0024091162158897217
