Directory	Run	LogLikelihood	ModelParameters	ModelValues
output_full_group4-Amil_process7_30-5-25	Run 5	-25564.28	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.2, 0.427, 2.861, 1.121, 10.314, 0.00e+00, 0.00e+00, 2.575, 23.287, 9.082, 0.032, 0.266, 10854.83)
output_full_group4-Amil_process7_30-5-25	Run 1	-25578.62	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(26.436, 0.533, 2.929, 1.147, 18.056, 0.00e+00, 0.00e+00, 2.444, 23.085, 8.52, 0.036, 0.272, 11032.33)
output_full_group4-Amil_process7_30-5-25	Run 8	-25647.52	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.258, 1.178, 2.199, 0.892, 11.021, 0.00e+00, 0.00e+00, 1.987, 18.989, 6.802, 0.039, 0.357, 13724.42)
output_full_group1-group3_process2_30-5-25	Run 4	-12823.68	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.68, 0.265, 5.0, 1.0, 35.867, 0.00e+00, 0.598, 1.619, 21.114, 22.682, 0.198, 0.293, 5771.93)
output_full_group1-group3_process2_30-5-25	Run 6	-13252.33	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.743, 12.704, 1.854, 2.208, 33.023, 0.00e+00, 0.00e+00, 1.351, 22.403, 23.858, 0.263, 0.224, 5784.64)
output_full_group1-group3_process2_30-5-25	Run 8	-13319.93	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.71, 0.86, 1.617, 1.765, 36.137, 0.00e+00, 0.00e+00, 1.339, 20.297, 21.089, 0.26, 0.267, 6282.81)
output_full_group1-group3_process2_30-5-25	Run 2	-13324.26	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(5.076, 3.212, 1.62, 1.946, 42.631, 0.00e+00, 0.00e+00, 1.169, 19.63, 19.479, 0.293, 0.275, 6574.73)
output_full_group1-group3_process2_30-5-25	Run 7	-13331.31	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.123, 1.039, 1.58, 1.769, 43.609, 0.00e+00, 0.00e+00, 1.233, 19.995, 19.824, 0.285, 0.277, 6510.55)
output_full_group3-group4_process6_30-5-25	Run 1	-9297.59	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(3.688, 0.549, 1.996, 3.968, 36.301, 0.00e+00, 0.00e+00, 0.896, 14.046, 25.438, 0.942, 0.174, 7431.76)
output_full_group3-group4_process6_30-5-25	Run 5	-9500.56	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.316, 7.813, 1.62, 3.238, 34.831, 0.009, 1.00e-06, 0.685, 11.283, 20.311, 1.208, 0.235, 8997.48)
output_full_group3-group4_process6_30-5-25	Run 8	-9624.01	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.014, 1.022, 1.827, 3.145, 36.922, 0.00e+00, 0.00e+00, 0.97, 13.708, 25.566, 0.907, 0.15, 7604.07)
output_full_group3-group4_process6_30-5-25	Run 7	-9941.98	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.918, 0.726, 2.039, 3.811, 35.009, 0.00e+00, 0.00e+00, 1.209, 17.218, 28.114, 0.708, 0.183, 6751.16)
output_full_group3-group4_process6_30-5-25	Run 4	-10389.88	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(7.018, 0.077, 1.934, 2.799, 48.236, 0.00e+00, 0.00e+00, 1.438, 16.483, 28.538, 0.726, 0.153, 6491.88)
output_full_group1-group3_process3_30-5-25	Run 3	-12759.30	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.535, 0.261, 5.0, 1.0, 35.994, 0.00e+00, 0.517, 1.894, 23.198, 25.816, 0.171, 0.269, 5163.25)
output_full_group1-group3_process3_30-5-25	Run 4	-12762.36	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.223, 1.126, 5.0, 0.849, 30.827, 0.00e+00, 0.62, 1.597, 19.922, 22.764, 0.214, 0.283, 5945.02)
output_full_group1-group3_process3_30-5-25	Run 5	-12764.78	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.513, 1.819, 4.251, 0.803, 29.174, 0.00e+00, 0.612, 1.559, 19.744, 20.651, 0.197, 0.346, 6267.40)
output_full_group1-group3_process3_30-5-25	Run 2	-12769.49	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.037, 3.18, 5.0, 0.844, 30.628, 0.00e+00, 0.622, 1.624, 19.828, 23.158, 0.215, 0.277, 5896.68)
output_full_group1-group3_process3_30-5-25	Run 8	-12860.42	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.802, 16.211, 5.0, 1.0, 39.882, 0.00e+00, 0.607, 1.51, 20.811, 23.202, 0.232, 0.25, 5799.67)
output_full_group2-group3_process6_30-5-25	Run 3	-10613.92	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.444, 4.216, 2.66, 17.677, 16.485, 0.00e+00, 0.00e+00, 0.505, 26.657, 27.459, 0.472, 0.538, 6029.96)
output_full_group2-group3_process6_30-5-25	Run 1	-11003.83	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.808, 0.174, 2.458, 21.45, 11.359, 0.00e+00, 0.00e+00, 0.678, 25.001, 25.241, 0.288, 0.574, 6103.98)
output_full_group2-group3_process6_30-5-25	Run 6	-11169.66	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(4.567, 2.882, 2.583, 8.769, 32.537, 0.00e+00, 0.00e+00, 0.895, 28.261, 23.934, 0.491, 0.243, 5559.47)
output_full_group2-group3_process6_30-5-25	Run 5	-11351.21	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.122, 1.024, 2.901, 9.079, 31.374, 0.00e+00, 0.00e+00, 1.24, 30.223, 30.657, 0.395, 0.184, 4804.20)
output_full_group2-group3_process6_30-5-25	Run 7	-11502.50	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.75, 0.141, 2.42, 27.113, 7.225, 0.00e+00, 0.00e+00, 0.925, 26.817, 26.131, 0.176, 0.553, 5762.71)
output_full_group2-group3_process1_30-5-25	Run 4	-10629.25	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.484, 7.021, 2.676, 14.776, 20.108, 0.00e+00, 0.00e+00, 0.523, 28.33, 27.208, 0.54, 0.443, 5940.52)
output_full_group2-group3_process1_30-5-25	Run 6	-10642.21	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.071, 4.667, 2.514, 16.745, 15.787, 0.00e+00, 0.00e+00, 0.499, 25.955, 27.179, 0.474, 0.542, 6272.33)
output_full_group2-group3_process1_30-5-25	Run 5	-10723.87	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.68, 0.038, 2.52, 14.243, 18.422, 0.00e+00, 0.00e+00, 0.625, 27.615, 26.027, 0.461, 0.409, 6048.74)
output_full_group2-group3_process1_30-5-25	Run 2	-10762.89	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.489, 1.338, 2.527, 19.014, 14.548, 0.00e+00, 0.00e+00, 0.571, 25.433, 27.255, 0.408, 0.517, 6103.52)
output_full_group2-group3_process1_30-5-25	Run 1	-11045.36	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(4.229, 0.849, 2.733, 10.429, 26.962, 0.00e+00, 0.00e+00, 0.903, 27.772, 28.016, 0.478, 0.234, 5361.93)
output_full_group2-group4_process8_30-5-25	Run 4	-12806.83	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.064, 0.712, 2.339, 4.802, 41.213, 0.00e+00, 0.00e+00, 1.241, 22.882, 31.511, 0.415, 0.09, 5894.37)
output_full_group2-group4_process8_30-5-25	Run 2	-12810.09	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.821, 1.582, 2.274, 5.048, 42.847, 0.00e+00, 0.00e+00, 1.065, 22.337, 28.165, 0.448, 0.109, 6259.28)
output_full_group2-group4_process8_30-5-25	Run 8	-12814.80	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.792, 1.47, 2.321, 4.541, 41.468, 0.00e+00, 0.00e+00, 1.212, 23.169, 30.647, 0.42, 0.094, 5979.29)
output_full_group2-group4_process8_30-5-25	Run 5	-12817.07	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.096, 10.842, 2.129, 4.153, 40.82, 0.00e+00, 0.00e+00, 1.135, 20.543, 29.15, 0.472, 0.092, 6388.52)
output_full_group2-group4_process8_30-5-25	Run 1	-12908.76	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.431, 0.912, 2.328, 3.722, 46.263, 0.00e+00, 0.00e+00, 1.454, 22.829, 33.868, 0.417, 0.07, 5599.19)
output_full_group2-group3_process7_30-5-25	Run 4	-10622.17	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.984, 1.54, 2.57, 15.577, 17.465, 0.00e+00, 0.00e+00, 0.503, 27.245, 24.732, 0.488, 0.526, 6211.83)
output_full_group2-group3_process7_30-5-25	Run 2	-10706.97	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.113, 0.51, 2.742, 13.827, 22.063, 0.00e+00, 0.00e+00, 0.603, 28.94, 26.467, 0.514, 0.373, 5743.01)
output_full_group2-group3_process7_30-5-25	Run 6	-11145.03	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.168, 0.12, 2.357, 7.796, 32.525, 0.00e+00, 0.00e+00, 0.784, 23.171, 22.282, 0.619, 0.234, 6070.86)
output_full_group2-group3_process7_30-5-25	Run 1	-11218.32	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.159, 0.092, 2.549, 26.567, 10.243, 0.00e+00, 0.00e+00, 0.782, 24.616, 25.805, 0.236, 0.55, 5780.71)
output_full_group2-group3_process7_30-5-25	Run 8	-11219.34	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.943, 1.452, 2.314, 7.178, 34.633, 0.00e+00, 0.00e+00, 0.884, 23.319, 22.638, 0.58, 0.214, 5970.82)
output_full_group4-Amil_process4_30-5-25	Run 8	-25520.68	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.763, 0.206, 4.009, 1.449, 17.307, 0.00e+00, 0.00e+00, 3.31, 29.715, 11.245, 0.026, 0.209, 8447.05)
output_full_group4-Amil_process4_30-5-25	Run 6	-25535.52	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.441, 0.544, 3.641, 1.382, 15.508, 0.00e+00, 0.00e+00, 3.009, 27.566, 10.561, 0.028, 0.222, 9141.94)
output_full_group4-Amil_process4_30-5-25	Run 2	-25565.41	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.007, 0.135, 2.745, 1.071, 15.009, 0.00e+00, 0.00e+00, 2.396, 22.174, 8.17, 0.036, 0.285, 11473.47)
output_full_group4-Amil_process4_30-5-25	Run 5	-25574.13	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.85, 1.127, 2.667, 1.044, 11.245, 0.00e+00, 0.00e+00, 2.499, 22.362, 8.53, 0.034, 0.277, 11304.52)
output_full_group4-Amil_process4_30-5-25	Run 7	-25583.71	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.007, 1.017, 2.738, 1.104, 11.364, 0.00e+00, 0.00e+00, 2.48, 22.545, 8.812, 0.034, 0.267, 11174.99)
output_full_group2-Amil_process4_30-5-25	Run 3	-24165.78	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.426, 1.051, 2.48, 1.093, 14.704, 0.00e+00, 0.00e+00, 2.253, 19.419, 9.443, 0.04, 0.243, 10079.02)
output_full_group2-Amil_process4_30-5-25	Run 8	-24172.14	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(7.532, 0.928, 2.976, 1.248, 15.37, 0.00e+00, 0.029, 2.465, 21.545, 10.437, 0.036, 0.216, 9107.89)
output_full_group2-Amil_process4_30-5-25	Run 5	-24188.10	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.002, 9.982, 2.701, 1.163, 17.025, 0.00e+00, 0.034, 2.307, 20.101, 9.81, 0.041, 0.222, 9693.78)
output_full_group2-Amil_process4_30-5-25	Run 2	-24227.11	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.01, 1.08, 1.959, 1.0, 21.519, 0.00e+00, 0.00e+00, 1.795, 16.297, 7.72, 0.054, 0.268, 12042.82)
output_full_group2-Amil_process4_30-5-25	Run 6	-24231.98	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.717, 0.496, 5.0, 1.884, 19.239, 0.00e+00, 0.058, 3.619, 31.572, 15.819, 0.027, 0.132, 6169.48)
output_full_group1-group4_process2_30-5-25	Run 4	-12210.80	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.128, 0.639, 5.0, 0.962, 61.633, 0.00e+00, 0.639, 1.15, 16.26, 26.107, 0.397, 0.121, 6687.80)
output_full_group1-group4_process2_30-5-25	Run 3	-12361.18	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.391, 4.644, 5.0, 1.253, 58.618, 0.00e+00, 0.465, 1.499, 20.831, 35.251, 0.305, 0.093, 5264.16)
output_full_group1-group4_process2_30-5-25	Run 8	-12852.03	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.011, 3.869, 1.863, 2.108, 34.378, 0.00e+00, 0.123, 0.824, 16.431, 25.195, 0.503, 0.122, 7409.44)
output_full_group1-group4_process2_30-5-25	Run 5	-12855.04	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.702, 1.091, 1.992, 2.657, 31.743, 0.00e+00, 0.076, 0.851, 18.888, 26.917, 0.44, 0.152, 7009.35)
output_full_group1-group4_process2_30-5-25	Run 7	-12860.75	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.378, 0.274, 2.019, 2.759, 32.383, 0.00e+00, 0.068, 0.869, 19.442, 27.462, 0.428, 0.153, 6878.34)
output_full_group1-group2_process8_30-5-25	Run 7	-12732.73	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(6.393, 8.695, 3.295, 1.0, 16.41, 0.00e+00, 0.36, 2.325, 26.738, 28.694, 0.104, 0.279, 4558.58)
output_full_group1-group2_process8_30-5-25	Run 1	-12747.54	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.289, 8.432, 2.756, 0.76, 16.991, 0.00e+00, 0.518, 1.748, 20.733, 22.196, 0.143, 0.353, 5844.17)
output_full_group1-group2_process8_30-5-25	Run 4	-12954.01	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.051, 0.335, 2.434, 1.0, 21.813, 0.00e+00, 0.441, 1.634, 20.378, 21.853, 0.157, 0.336, 5871.95)
output_full_group1-group2_process8_30-5-25	Run 3	-13233.05	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.364, 0.967, 1.89, 1.81, 23.85, 0.00e+00, 0.00e+00, 1.709, 25.192, 26.458, 0.167, 0.248, 5101.04)
output_full_group1-group2_process8_30-5-25	Run 6	-13236.84	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.073, 0.958, 1.569, 1.518, 27.508, 0.00e+00, 0.00e+00, 1.428, 21.139, 22.198, 0.209, 0.278, 5944.58)
output_full_group3-Amil_process4_30-5-25	Run 6	-23947.74	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.59, 0.572, 2.61, 1.06, 14.034, 0.00e+00, 0.00e+00, 2.368, 19.528, 9.074, 0.036, 0.265, 10565.12)
output_full_group3-Amil_process4_30-5-25	Run 3	-23950.11	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(3.016, 0.181, 2.934, 1.176, 16.848, 0.00e+00, 0.00e+00, 2.558, 21.231, 9.71, 0.033, 0.243, 9729.55)
output_full_group3-Amil_process4_30-5-25	Run 4	-23962.79	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(4.548, 0.835, 3.793, 1.387, 14.047, 0.00e+00, 0.023, 3.088, 25.112, 12.132, 0.027, 0.199, 8131.47)
output_full_group3-Amil_process4_30-5-25	Run 2	-23967.89	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.49, 0.528, 2.941, 1.17, 14.538, 0.00e+00, 0.003, 2.603, 21.261, 10.207, 0.034, 0.235, 9601.97)
output_full_group3-Amil_process4_30-5-25	Run 7	-23983.05	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.165, 0.307, 2.813, 1.08, 11.486, 0.00e+00, 0.006, 2.592, 20.292, 9.989, 0.032, 0.245, 9921.57)
output_full_group2-Amil_process3_30-5-25	Run 7	-24160.75	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.961, 2.496, 2.291, 1.036, 17.094, 0.00e+00, 0.00e+00, 2.084, 18.495, 8.475, 0.042, 0.264, 10789.36)
output_full_group2-Amil_process3_30-5-25	Run 2	-24162.62	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.419, 4.343, 2.49, 1.118, 14.537, 0.00e+00, 0.00e+00, 2.268, 19.604, 9.473, 0.039, 0.239, 10011.92)
output_full_group2-Amil_process3_30-5-25	Run 4	-24163.13	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.651, 3.219, 2.083, 0.945, 15.085, 0.00e+00, 0.00e+00, 2.021, 17.327, 8.267, 0.044, 0.272, 11324.94)
output_full_group2-Amil_process3_30-5-25	Run 5	-24168.52	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.451, 0.568, 2.734, 1.176, 15.653, 0.00e+00, 0.00e+00, 2.441, 20.794, 10.109, 0.037, 0.226, 9367.92)
output_full_group2-Amil_process3_30-5-25	Run 6	-24176.08	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(63.302, 5.114, 3.736, 1.576, 19.913, 0.00e+00, 0.00e+00, 3.033, 26.64, 12.414, 0.03, 0.178, 7428.89)
output_full_group3-group4_process3_30-5-25	Run 3	-8815.25	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.238, 0.703, 2.12, 2.765, 31.382, 0.546, 0.00e+00, 0.541, 17.589, 25.94, 1.144, 0.14, 7927.04)
output_full_group3-group4_process3_30-5-25	Run 8	-9981.84	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.955, 0.101, 2.191, 3.605, 44.382, 0.00e+00, 0.126, 1.078, 16.306, 27.589, 0.798, 0.122, 6769.01)
output_full_group3-group4_process3_30-5-25	Run 2	-10022.92	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(39.733, 0.89, 1.798, 3.164, 41.459, 0.004, 0.00e+00, 1.078, 13.793, 25.482, 0.864, 0.181, 7433.53)
output_full_group3-group4_process3_30-5-25	Run 1	-10321.54	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.048, 1.787, 1.752, 2.159, 48.186, 0.06, 0.00e+00, 1.233, 13.911, 25.71, 0.825, 0.172, 7266.68)
output_full_group3-group4_process3_30-5-25	Run 4	-10496.33	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.939, 1.027, 1.763, 2.13, 49.788, 0.00e+00, 0.00e+00, 1.436, 14.897, 27.575, 0.783, 0.146, 6822.36)
output_full_group2-group3_process8_30-5-25	Run 8	-10669.22	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.774, 1.916, 2.525, 14.478, 19.379, 0.00e+00, 0.00e+00, 0.541, 26.263, 25.899, 0.514, 0.441, 6151.67)
output_full_group2-group3_process8_30-5-25	Run 7	-10708.99	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(5.348, 0.89, 2.578, 17.376, 15.669, 0.00e+00, 0.00e+00, 0.594, 26.411, 26.282, 0.405, 0.495, 6038.40)
output_full_group2-group3_process8_30-5-25	Run 4	-11097.91	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.128, 1.023, 2.191, 11.908, 15.783, 0.00e+00, 0.00e+00, 0.725, 24.353, 24.927, 0.416, 0.375, 6516.18)
output_full_group2-group3_process8_30-5-25	Run 5	-11293.52	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(5.227, 1.083, 2.219, 6.438, 34.324, 0.00e+00, 0.00e+00, 0.955, 22.665, 22.78, 0.56, 0.207, 6034.71)
output_full_group2-group3_process8_30-5-25	Run 6	-11385.02	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.02, 0.141, 2.095, 7.656, 28.051, 0.00e+00, 0.00e+00, 0.743, 22.532, 19.141, 0.559, 0.316, 6701.14)
output_full_group1-group4_process6_30-5-25	Run 8	-12129.26	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.858, 0.335, 5.0, 0.744, 34.49, 0.00e+00, 0.835, 0.909, 12.662, 22.272, 0.514, 0.128, 8432.78)
output_full_group1-group4_process6_30-5-25	Run 2	-12146.28	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.122, 1.114, 5.0, 0.897, 48.464, 0.00e+00, 0.686, 1.06, 14.997, 25.719, 0.445, 0.103, 7097.24)
output_full_group1-group4_process6_30-5-25	Run 4	-12831.02	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.272, 2.018, 1.998, 2.328, 36.517, 0.00e+00, 0.092, 0.894, 17.908, 26.546, 0.453, 0.135, 6927.85)
output_full_group1-group4_process6_30-5-25	Run 3	-12842.19	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(50.69, 0.347, 2.077, 2.626, 34.946, 0.00e+00, 0.079, 0.92, 19.14, 28.164, 0.424, 0.138, 6679.51)
output_full_group1-group4_process6_30-5-25	Run 7	-12844.78	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.142, 8.13, 2.065, 2.528, 32.133, 0.00e+00, 0.12, 0.83, 18.364, 28.037, 0.476, 0.113, 6957.84)
output_full_group2-group4_process2_30-5-25	Run 4	-12858.85	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.216, 0.957, 2.454, 4.526, 41.873, 0.00e+00, 0.00e+00, 1.372, 23.519, 33.948, 0.393, 0.081, 5586.51)
output_full_group2-group4_process2_30-5-25	Run 3	-12865.40	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.167, 0.269, 2.763, 5.246, 45.152, 0.019, 0.00e+00, 1.327, 27.697, 35.112, 0.372, 0.085, 5240.25)
output_full_group2-group4_process2_30-5-25	Run 1	-12871.49	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(22.259, 1.653, 2.226, 3.721, 42.59, 0.00e+00, 0.00e+00, 1.326, 21.425, 32.199, 0.449, 0.073, 5934.15)
output_full_group2-group4_process2_30-5-25	Run 6	-12993.02	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.055, 1.06, 1.908, 2.851, 50.564, 0.00e+00, 0.00e+00, 1.292, 19.059, 28.205, 0.492, 0.076, 6479.96)
